index	episode	episode_name	segment	type	actor	character	detail	record_date	series	transmission_date
11711	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	Eamonn.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11713	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	"Mervyn! Look it's our Eamonn - oh let me look at you, tell me how... how is it in Dublin?"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11714	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"Well, things is pretty bad there at the moment but there does seem some hope of a constitutional settlement."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11715	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	Oh don't talk. Let me just look at you.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11716	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"Great to be home, mummy. How are you?"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11717	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	"Oh, I'm fine. I must just go upstairs and get your room ready."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11718	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"It's a bungalow, mummy."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11719	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	"Oh damn, yes. Mervyn, Mervyn - look who's here, it's our Eamonn come back to see us."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11721	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	John Cleese	Mervyn	"Hello, Eamonn."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11722	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"Hello, Merv."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11723	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	John Cleese	Mervyn	How was Dublin?	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11724	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"Well as I was telling mummy here, things is pretty bad there at the moment but there does seem some hope of a constitutional settlement."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11728	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	John Cleese	Mervyn	"Size seven. Yes, yes, yes, yes, yes .... it's the fire brigade, they want to know if they can come round Thursday evening."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11729	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	"Oh no, Thursday's the Industrial Relations Bill Dinner Dance. Can't they make it another day?"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11733	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Michael Palin	Announcer	And so it was the fire brigade eventually came round on Friday night.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11735	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	"Oh, so glad you could come. What would you like to drink? Gin and tonic? Sherry?"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11743	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Graham Chapman	Eamonn	"Well, as I was telling mummy and Mervyn earlier, things is pretty bad there at the moment but there does seem some hope of a constitutional..."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11746	31	Episode Thirty-one: The All-England Summarize Proust Competition	Our Eamonn	Dialogue	Terry Jones	Mrs Little	You know I used to dread parties until I watched 'Party Hints by Veronica'. I think it's on now...	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11748	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				SUPERIMPOSED ROLLER CAPTION:	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11749	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				THE BRITISH BROADCASTING CORPORATION	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11750	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				IN ASSOCIATION WITH TRANSWORLD INTERNATIONAL	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11751	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				AND NIMROD PRODUCTIONS PRESENT	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11752	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				AN ARTHUR E. RICEBACHER	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11753	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				AND DAVID A. SELTZER PRODUCTION	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11754	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				FOR HASBACH ENTERPRISES	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11755	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				OF CHARLES D. ORTIZ' ADAPTATION	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11756	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				OF THE PULITZER PRIZEWINNING IDEA	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11757	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				BY DANIEL E. STOLLMEYER	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11758	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				BROUGHT TO THE SCREEN FROM ROBERT HUGHES'S NOVEL	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11759	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				BY LOUIS H. TANNHAUSER AND VERNON D. LARUE	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11760	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				PARTY HINTS BY VERONICA SMALLS	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11761	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				A SELZENBACH-TANSROD PRODUCTION	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11762	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				IN ASSOCIATION WITH	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11763	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				VICTOR A. LOUNGE	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11764	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				ROLO NICE SWEETIES	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11765	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				FISON'S FERTILIZERS	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11766	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				TIME LIFE INNIT-FOR-THE-MONEY LIMITED	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11767	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				THE TRUSTEES OF ST PAUL'S CATHEDRAL	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11768	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				THAT NICE MR ROBINSON AT THE VET'S	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11769	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				RALPH READER	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11770	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				RALPH NADER	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11771	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				THE CHINESE GOVERNMENT	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11772	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				MICHAEL'S AUNTIE BETTY IN AUSTRALIA	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11773	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls				A CINEMASCOPE PRODUCTION	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11775	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls	Dialogue	Eric Idle	Veronica	"Hello, Last week on 'Party Hints' I showed you how to make a small plate of goulash go round twenty-six people, how to get the best out of your canapés, and how to unblock your loo. This week I'm going to tell you what to do if there is an armed communist uprising near your home when you're having a party. Well obviously it'll depend how far you've got"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11776	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls	Dialogue		Veronica	with	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11777	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls	Dialogue	Eric Idle	Veronica	"your party when the signal for Red Revolt is raised. If you're just having preliminary aperitifs - Dubonnet, a sherry or a sparkling white wine - then the guests will obviously be in a fairly formal mood and it will be difficult to tell which are the communist agitators. So the thing to do is to get some cloth and some bits of old paper, put it down on the floor and shoot everybody. This will deal with the Red Menace on your own doorstep. If you're having canapés, as I showed you last week, or an outdoor barbecue, then the thing to do is to set fire to all houses in the street. This will stir up anti-communist hatred and your neighbours will be right with you as you organize counter-revolutionary terror. So you see, if you act promptly enough, any left-wing uprising can be dealt with by the end of the party. Bye..."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11778	31	Episode Thirty-one: The All-England Summarize Proust Competition	'Party Hints' with Veronica Smalls	Dialogue			ANIMATION:	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11781	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Eric Idle	First Booth	"Bleck people. Bleck people. Rrrhodesian. Kill the blecks. Rrhodesian. Smith, Smith. Kill the blecks within the five principles."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11783	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Terry Jones	Second Booth	I'm afraid I cannot comment on that until it's been officially hushed up.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11784	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	This is our politicians booth.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11785	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Terry Jones	Second Booth	"While there is no undue cause for concern, there is certainly no room for complacency. Ha, ha, ha. He, he, he."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11787	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	"Well I'll go, I'll go to the foot of our stairs. Ee ecky thump. Put wood in 'ole, muther."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11790	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	Yes?	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11791	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	Ee ecky thump.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11793	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	Ee ecky thump.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11794	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	Ee ecky thump!	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11796	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	Ee ecky thump!	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11797	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	Excellent.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11798	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	"Thank you, sir."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11800	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	It's a really quick method of learning.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11801	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Michael Palin	Third Booth	Can you smell gas or is it me?	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11803	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	Looks jolly good.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11808	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	Very good.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11812	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	And we control everything from here.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11814	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	Superb.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11815	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	Well then what sort of thing were you looking for?	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11816	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	"Well, er, really something to make me a little less insignificant?"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11817	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	"Oh, I see sort of 'Now look here, you may be Chairman but your bloody pusillanimous behaviour makes me vomit!' That sort of thing?..."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11818	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	"Oh no, no, no, not really no."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11819	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	"Oh I see, well perhaps something a bit more sort of Clive Jenkins-ish? Perhaps - sort of"	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11821	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	'Mr Smarmy so-called Harold Wilson can call himself pragmatic until he's blue in the breasts'.	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11822	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	"Oh no, I really want something that will make people be attracted to me like a magnet."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11823	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	Graham Chapman	Mr Mann	"I see, well, you want our 'Life and Soul of the Party' tape then, I think."	4/24/1972 0:00	5-Mar	11/16/1972 0:00
11824	31	Episode Thirty-one: The All-England Summarize Proust Competition	Language laboratory	Dialogue	John Cleese	Tick	What's that?	4/24/1972 0:00	5-Mar	11/16/1972 0:00
